ID,AMOUNT_REQUESTED,LOAN_PURPOSE,LOAN_LENGTH,STATUS,DEBT_TO_INCOME_RATIO,HOME_OWNERSHIP,FICO_MED,OPEN_CREDIT_LINES,REVOLVING_CREDIT_BALANCE,INQUIRIES_IN_THE_LAST_6_MONTHS,AGE,MONTHLY_INCOME,YEARS_EMPLOYED,STATE,INTEREST_RATE,DEFAULT,FICO_MED_DIV_TWO
72072,3000,debt consolidation,36,accepted,12.36,RENT,682.0,9.0,1353.0,2.0,43,4789.33,16.0,NC,14.09,0.0,341.0
43844,9000,debt consolidation,36,accepted,18.74,RENT,677.0,13.0,11637.0,3.0,39,5833.33,15.0,TX,14.27,1.0,338.5
60894,4000,credit card,36,accepted,24.11,RENT,707.0,17.0,11351.0,0.0,30,4583.33,8.0,FL,8.9,0.0,353.5
59206,10000,credit card,36,accepted,21.84,MORTGAGE,667.0,18.0,21245.0,0.0,37,2916.67,17.0,MI,17.27,1.0,333.5
24426,6400,debt consolidation,60,accepted,24.43,RENT,692.0,9.0,973.0,0.0,37,3500.0,10.0,NY,15.99,1.0,346.0
91173,4325,debt consolidation,36,accepted,1.79,MORTGAGE,717.0,9.0,75.0,3.0,48,11000.0,,GA,10.16,0.0,358.5
56404,12000,debt consolidation,36,accepted,17.04,MORTGAGE,697.0,9.0,41871.0,0.0,32,4583.33,9.0,WA,13.11,0.0,348.5
75634,10000,debt consolidation,36,accepted,10.4,RENT,667.0,12.0,5141.0,0.0,38,9000.0,17.0,CA,15.31,1.0,333.5
93296,12000,home improvement,36,accepted,8.05,MORTGAGE,722.0,9.0,11626.0,0.0,29,6250.0,7.0,MA,10.16,0.0,361.0
69885,6000,debt consolidation,36,accepted,4.94,MORTGAGE,692.0,12.0,9656.0,2.0,32,4333.33,11.0,WI,12.12,1.0,346.0
31787,2200,debt consolidation,36,accepted,3.27,OWN,702.0,2.0,10142.0,0.0,39,6666.67,12.0,WA,13.49,0.0,351.0
38073,5000,debt consolidation,36,accepted,17.0,OWN,672.0,9.0,14748.0,3.0,38,5000.0,8.0,FL,14.27,1.0,336.0
25600,12000,debt consolidation,60,accepted,16.23,RENT,667.0,12.0,8437.0,1.0,37,3376.0,11.0,NV,19.69,0.0,333.5
36576,3000,credit card,36,accepted,22.03,MORTGAGE,707.0,15.0,12968.0,0.0,41,5583.33,10.0,PA,7.9,0.0,353.5
81991,30000,debt consolidation,60,accepted,16.89,MORTGAGE,702.0,14.0,61579.0,0.0,35,13999.17,17.0,NY,21.49,0.0,351.0
73434,10800,debt consolidation,36,accepted,26.7,RENT,697.0,6.0,27585.0,0.0,32,5833.33,11.0,NJ,12.12,0.0,348.5
50956,10500,debt consolidation,36,accepted,11.52,MORTGAGE,662.0,15.0,9984.0,3.0,41,8750.0,14.0,GA,18.25,1.0,331.0
80144,24000,debt consolidation,36,accepted,26.68,MORTGAGE,717.0,13.0,34104.0,0.0,47,5791.67,16.0,TX,12.12,0.0,358.5
77251,16000,debt consolidation,36,accepted,2.85,MORTGAGE,692.0,6.0,3909.0,0.0,38,3333.33,14.0,CA,14.09,1.0,346.0
49782,15000,debt consolidation,36,accepted,12.6,MORTGAGE,707.0,7.0,13036.0,1.0,36,3500.0,17.0,MI,13.99,0.0,353.5
101411,9500,other,36,accepted,16.01,RENT,662.0,7.0,3673.0,1.0,41,4500.0,9.0,PA,21.98,1.0,331.0
81782,35000,debt consolidation,36,accepted,15.75,MORTGAGE,692.0,21.0,73813.0,1.0,38,18750.0,10.0,FL,19.05,0.0,346.0
71268,5000,debt consolidation,36,accepted,21.82,MORTGAGE,727.0,8.0,15502.0,1.0,30,4166.67,,TX,7.9,1.0,363.5
38833,15000,debt consolidation,36,accepted,11.7,RENT,702.0,6.0,6622.0,0.0,37,6250.0,12.0,FL,11.71,0.0,351.0
5299,19000,debt consolidation,36,accepted,19.83,RENT,777.0,12.0,33809.0,1.0,37,4548.83,11.0,CA,11.14,0.0,388.5
61835,11625,debt consolidation,36,accepted,31.12,RENT,682.0,14.0,8374.0,2.0,35,2860.0,13.0,OK,15.8,0.0,341.0
64769,25000,wedding,36,accepted,13.45,RENT,752.0,16.0,17193.0,0.0,40,6750.0,11.0,NY,7.62,0.0,376.0
35250,8000,debt consolidation,36,accepted,7.67,OWN,687.0,4.0,1442.0,0.0,41,7916.67,12.0,AL,12.69,1.0,343.5
7007,9800,major purchase,36,accepted,14.99,MORTGAGE,762.0,12.0,5164.0,0.0,31,3583.33,10.0,HI,8.59,0.0,381.0
2577,6000,wedding,36,accepted,1.06,RENT,767.0,6.0,7161.0,0.0,29,5000.0,10.0,NY,8.0,0.0,383.5
37863,10200,debt consolidation,36,accepted,17.86,MORTGAGE,707.0,9.0,9817.0,2.0,30,5833.33,10.0,CO,12.42,0.0,353.5
34551,10500,medical,36,accepted,16.26,MORTGAGE,762.0,9.0,2816.0,1.0,33,4853.33,10.0,OK,6.62,0.0,381.0
38905,5000,small business,36,accepted,7.75,MORTGAGE,727.0,11.0,16396.0,3.0,27,5500.0,8.0,IL,7.9,0.0,363.5
53762,17500,small business,36,accepted,7.97,RENT,812.0,4.0,17.0,0.0,34,5416.67,7.0,CA,7.9,0.0,406.0
32323,4000,other,36,accepted,10.56,RENT,687.0,2.0,299.0,0.0,36,1600.0,12.0,CA,19.03,0.0,343.5
49042,22000,debt consolidation,36,accepted,16.93,RENT,717.0,4.0,22142.0,0.0,26,3916.67,8.0,NY,12.12,0.0,358.5
16346,5000,other,36,accepted,9.18,RENT,752.0,10.0,7351.0,0.0,40,5520.0,14.0,NY,5.79,0.0,376.0
100424,8000,credit card,36,accepted,29.19,MORTGAGE,687.0,14.0,21498.0,2.0,36,6916.67,11.0,IL,16.29,1.0,343.5
75831,19125,other,60,accepted,29.1,RENT,702.0,14.0,28108.0,3.0,34,4166.67,13.0,GA,18.49,0.0,351.0
67863,16000,debt consolidation,36,accepted,18.23,RENT,702.0,14.0,16309.0,0.0,38,4166.67,8.0,NY,12.12,0.0,351.0
103546,4500,vacation,36,accepted,17.35,OWN,662.0,18.0,5197.0,4.0,39,6000.0,9.0,NY,14.59,0.0,331.0
50874,5800,other,60,accepted,11.86,RENT,667.0,3.0,6077.0,2.0,42,1416.67,12.0,CA,22.45,1.0,333.5
101548,10000,credit card,36,accepted,6.37,RENT,647.0,4.0,2211.0,6.0,31,5416.67,7.0,FL,14.7,0.0,323.5
80841,16750,debt consolidation,36,accepted,8.84,MORTGAGE,682.0,8.0,13567.0,1.0,31,5666.67,11.0,FL,18.75,0.0,341.0
65855,3600,debt consolidation,36,accepted,27.16,OWN,697.0,15.0,12153.0,1.0,48,3333.33,17.0,CA,12.12,0.0,348.5
26919,10000,debt consolidation,36,accepted,12.19,RENT,672.0,12.0,17133.0,1.0,48,7500.0,17.0,NY,15.62,0.0,336.0
31098,6000,vacation,36,accepted,1.51,OWN,802.0,14.0,1838.0,0.0,42,4250.0,17.0,MD,5.42,0.0,401.0
68962,10000,medical,36,accepted,13.26,MORTGAGE,737.0,12.0,16297.0,2.0,41,7416.67,17.0,MN,7.62,0.0,368.5
61493,10000,credit card,36,accepted,5.8,RENT,687.0,3.0,15279.0,1.0,35,7166.67,17.0,CO,17.77,1.0,343.5
28574,5000,home improvement,36,accepted,16.45,MORTGAGE,747.0,10.0,129071.0,0.0,45,18750.0,16.0,VA,7.49,0.0,373.5
69724,35000,debt consolidation,60,accepted,24.22,RENT,667.0,16.0,28687.0,2.0,31,7331.25,10.0,NY,23.76,1.0,333.5
33068,7000,wedding,36,accepted,20.72,RENT,717.0,9.0,6659.0,0.0,29,6000.0,7.0,CT,7.9,0.0,358.5
1342,3000,major purchase,36,accepted,0.33,RENT,802.0,3.0,37.0,0.0,38,4583.33,8.0,CT,10.2,0.0,401.0
31200,28000,debt consolidation,36,accepted,5.7,MORTGAGE,697.0,6.0,11923.0,1.0,31,6250.0,9.0,GA,15.62,0.0,348.5
10264,15200,home improvement,60,accepted,19.22,MORTGAGE,692.0,20.0,19712.0,2.0,36,12083.33,8.0,DC,15.58,0.0,346.0
30441,30000,home improvement,36,accepted,8.15,MORTGAGE,767.0,13.0,1945.0,0.0,31,22916.67,11.0,MN,10.59,0.0,383.5
33148,3000,wedding,36,accepted,4.75,OWN,712.0,9.0,7321.0,3.0,44,4166.67,13.0,IL,9.91,0.0,356.0
79022,15350,debt consolidation,36,accepted,15.09,MORTGAGE,672.0,7.0,12823.0,0.0,43,4400.0,16.0,GA,18.49,1.0,336.0
45222,26500,small business,60,accepted,17.19,MORTGAGE,787.0,13.0,9966.0,0.0,37,5416.67,16.0,NY,9.76,0.0,393.5
22768,6400,home improvement,60,accepted,3.09,MORTGAGE,697.0,5.0,241.0,0.0,40,6250.0,10.0,FL,6.0,0.0,348.5
29340,12000,debt consolidation,36,accepted,17.73,MORTGAGE,707.0,9.0,38342.0,0.0,39,7300.0,11.0,CA,11.49,0.0,353.5
73863,4000,car,36,accepted,33.67,MORTGAGE,802.0,19.0,55123.0,1.0,41,7917.0,17.0,GA,6.03,0.0,401.0
32269,2500,home improvement,36,accepted,10.96,MORTGAGE,732.0,14.0,24495.0,0.0,46,6166.67,17.0,MD,6.62,0.0,366.0
45097,28000,debt consolidation,36,accepted,8.99,MORTGAGE,702.0,6.0,14189.0,2.0,45,6666.67,,LA,18.55,0.0,351.0
62353,9000,debt consolidation,36,accepted,7.33,RENT,732.0,4.0,12964.0,0.0,37,12500.0,12.0,CA,8.9,0.0,366.0
53042,6600,home improvement,36,accepted,16.69,MORTGAGE,752.0,14.0,17258.0,0.0,35,6250.0,16.0,NC,6.03,0.0,376.0
92363,27050,credit card,60,accepted,27.59,MORTGAGE,707.0,13.0,40037.0,1.0,44,5025.0,16.0,WA,17.27,0.0,353.5
27374,4800,major purchase,36,accepted,0.0,RENT,677.0,2.0,0.0,0.0,34,4583.33,12.0,IL,15.99,0.0,338.5
67953,7550,debt consolidation,36,accepted,3.83,MORTGAGE,712.0,10.0,10204.0,0.0,35,8333.33,9.0,CA,10.16,0.0,356.0
5880,10000,debt consolidation,36,accepted,0.17,MORTGAGE,777.0,9.0,2994.0,0.0,43,7083.33,16.0,OR,7.74,0.0,388.5
3031,12500,credit card,36,accepted,12.21,RENT,732.0,6.0,12568.0,2.0,33,4333.33,15.0,TX,11.26,0.0,366.0
92244,27575,debt consolidation,36,accepted,19.3,RENT,662.0,6.0,14935.0,1.0,42,5166.67,17.0,WI,19.05,1.0,331.0
61500,20000,debt consolidation,36,accepted,3.94,MORTGAGE,722.0,6.0,11751.0,3.0,39,7238.92,16.0,IL,13.11,0.0,361.0
53002,18000,home improvement,36,accepted,12.79,MORTGAGE,732.0,15.0,4856.0,2.0,37,10500.0,7.0,NV,8.9,0.0,366.0
32737,5400,small business,36,accepted,6.27,RENT,787.0,2.0,90.0,2.0,40,3000.0,,OH,8.9,0.0,393.5
47286,23000,credit card,36,accepted,16.02,RENT,697.0,8.0,9664.0,2.0,29,7083.33,11.0,CA,15.81,0.0,348.5
35530,3000,debt consolidation,36,accepted,4.25,OWN,707.0,4.0,1643.0,0.0,27,1200.0,7.0,SC,12.69,0.0,353.5
23575,7200,credit card,36,accepted,11.72,MORTGAGE,782.0,6.0,15933.0,1.0,31,7083.33,9.0,RI,6.92,0.0,391.0
99508,15350,credit card,36,accepted,7.41,MORTGAGE,672.0,6.0,8128.0,0.0,34,5666.67,8.0,CO,15.8,0.0,336.0
72670,6000,wedding,36,accepted,21.21,RENT,687.0,8.0,4638.0,0.0,27,3333.33,9.0,GA,12.12,0.0,343.5
2882,15000,debt consolidation,36,accepted,13.16,MORTGAGE,757.0,3.0,4923.0,2.0,34,2583.33,15.0,GA,13.16,0.0,378.5
20093,5000,moving,60,accepted,12.59,RENT,692.0,13.0,7686.0,0.0,40,4416.67,8.0,NY,12.68,1.0,346.0
9020,2575,educational,36,accepted,4.8,RENT,762.0,6.0,4678.0,2.0,29,6875.0,9.0,MA,6.76,0.0,381.0
52639,1800,vacation,36,accepted,24.21,RENT,672.0,11.0,5757.0,0.0,41,4250.0,12.0,NY,13.67,1.0,336.0
76348,10000,other,36,accepted,26.44,MORTGAGE,702.0,6.0,18652.0,1.0,35,5416.67,13.0,WA,14.09,0.0,351.0
57727,7750,debt consolidation,36,accepted,6.51,MORTGAGE,707.0,5.0,6889.0,0.0,38,2916.67,12.0,UT,10.74,0.0,353.5
97696,10000,debt consolidation,36,accepted,16.0,MORTGAGE,782.0,11.0,14832.0,0.0,48,8333.33,17.0,KY,6.03,0.0,391.0
51525,4950,debt consolidation,36,accepted,14.11,MORTGAGE,667.0,15.0,8379.0,0.0,40,4166.67,12.0,CA,13.67,0.0,333.5
41626,8400,medical,36,accepted,15.34,MORTGAGE,762.0,6.0,10576.0,0.0,38,3200.0,,WA,6.03,0.0,381.0
51795,12000,credit card,36,accepted,18.37,MORTGAGE,667.0,16.0,16993.0,2.0,38,7083.33,14.0,TX,16.29,0.0,333.5
73201,18000,credit card,60,accepted,17.17,MORTGAGE,662.0,13.0,14866.0,3.0,40,5562.92,13.0,OH,22.47,1.0,331.0
31566,14675,debt consolidation,60,accepted,29.18,RENT,727.0,7.0,21088.0,1.0,31,3167.0,12.0,FL,12.99,0.0,363.5
90826,13000,credit card,36,accepted,16.09,RENT,677.0,6.0,6930.0,0.0,36,3250.0,8.0,CT,14.09,0.0,338.5
64262,15000,debt consolidation,36,accepted,33.12,RENT,697.0,10.0,13198.0,0.0,45,4166.67,15.0,NY,13.11,0.0,348.5
2749,8250,credit card,36,accepted,24.45,MORTGAGE,757.0,17.0,29576.0,2.0,45,3300.0,14.0,OH,9.32,0.0,378.5
73233,6900,credit card,36,accepted,17.78,OWN,687.0,9.0,9720.0,1.0,41,4166.67,17.0,AR,14.09,0.0,343.5
88842,35000,debt consolidation,60,accepted,12.54,MORTGAGE,687.0,14.0,26487.0,4.0,32,10416.67,9.0,PA,20.49,0.0,343.5
94795,9600,debt consolidation,36,accepted,20.58,MORTGAGE,707.0,9.0,44403.0,1.0,39,3833.33,12.0,NV,11.14,0.0,353.5
71783,9000,debt consolidation,36,accepted,17.11,MORTGAGE,757.0,7.0,12553.0,2.0,37,6750.0,13.0,NY,6.62,0.0,378.5
65113,6500,credit card,36,accepted,31.45,MORTGAGE,742.0,14.0,61865.0,2.0,34,6000.0,7.0,CO,8.9,0.0,371.0
5189,1750,credit card,36,accepted,8.02,RENT,722.0,4.0,1838.0,0.0,36,1833.33,8.0,CA,11.14,0.0,361.0
20592,5000,wedding,36,accepted,23.15,RENT,752.0,7.0,4573.0,0.0,33,2833.33,10.0,OH,5.42,0.0,376.0
71038,6000,debt consolidation,36,accepted,16.4,RENT,672.0,5.0,5892.0,1.0,39,2500.0,11.0,GA,15.8,1.0,336.0
72764,25000,debt consolidation,36,accepted,19.13,RENT,702.0,19.0,14666.0,0.0,37,6083.33,16.0,CA,14.09,0.0,351.0
77043,13000,debt consolidation,36,accepted,11.08,MORTGAGE,692.0,7.0,6327.0,1.0,48,3358.33,17.0,MN,14.33,0.0,346.0
51326,5875,other,36,accepted,14.75,RENT,722.0,15.0,2617.0,2.0,29,5416.67,10.0,NV,7.9,0.0,361.0
57788,5000,debt consolidation,36,accepted,20.77,RENT,662.0,19.0,11991.0,1.0,31,4583.33,13.0,VA,16.29,0.0,331.0
13386,16000,debt consolidation,60,accepted,16.66,MORTGAGE,682.0,6.0,6842.0,0.0,41,5500.0,16.0,MO,16.45,0.0,341.0
17877,12000,small business,60,accepted,14.12,MORTGAGE,732.0,10.0,6969.0,1.0,42,6666.67,11.0,GA,9.62,0.0,366.0
88396,35000,debt consolidation,36,accepted,19.9,MORTGAGE,722.0,18.0,24288.0,0.0,33,13933.33,7.0,FL,12.12,0.0,361.0
19466,4800,car,36,accepted,11.71,RENT,737.0,6.0,9228.0,0.0,36,2800.0,9.0,NJ,5.79,0.0,368.5
19859,6500,credit card,36,accepted,13.98,MORTGAGE,682.0,11.0,7558.0,1.0,40,2253.0,9.0,WY,11.11,1.0,341.0
19297,25000,other,36,accepted,4.14,MORTGAGE,737.0,4.0,6578.0,0.0,32,11500.0,7.0,MI,13.06,0.0,368.5
82626,1000,debt consolidation,36,accepted,5.59,MORTGAGE,787.0,6.0,350.0,4.0,36,9333.33,8.0,MD,7.62,0.0,393.5
8078,16000,debt consolidation,36,accepted,15.17,MORTGAGE,702.0,6.0,1962.0,1.0,35,4166.67,9.0,KY,13.48,0.0,351.0
102374,7675,other,36,accepted,18.08,MORTGAGE,647.0,13.0,12578.0,0.0,43,11666.67,16.0,TX,15.13,0.0,323.5
78732,13600,debt consolidation,36,accepted,10.94,RENT,722.0,15.0,18028.0,0.0,37,10000.0,17.0,WA,8.9,0.0,361.0
71751,12000,debt consolidation,36,accepted,32.91,RENT,682.0,21.0,13559.0,1.0,40,5500.0,10.0,CA,15.31,1.0,341.0
20020,15000,house,36,accepted,26.72,MORTGAGE,752.0,11.0,44850.0,1.0,44,5250.0,16.0,AL,10.37,0.0,376.0
89844,7125,debt consolidation,36,accepted,11.18,MORTGAGE,677.0,14.0,5383.0,2.0,39,5636.75,14.0,CT,18.49,1.0,338.5
92975,11575,debt consolidation,60,accepted,18.37,MORTGAGE,727.0,12.0,18790.0,1.0,47,3750.0,17.0,NY,13.11,0.0,363.5
5274,5000,major purchase,36,accepted,14.22,RENT,782.0,7.0,1751.0,0.0,33,6000.0,12.0,GA,7.4,0.0,391.0
48009,5000,debt consolidation,36,accepted,3.04,OWN,737.0,5.0,4864.0,0.0,31,2500.0,10.0,NY,7.62,0.0,368.5
1046,5000,debt consolidation,36,accepted,13.28,RENT,662.0,10.0,9816.0,0.0,29,4833.0,11.0,NJ,13.24,1.0,331.0
35719,7000,debt consolidation,36,accepted,12.61,MORTGAGE,722.0,13.0,19848.0,0.0,41,6250.0,17.0,VA,7.9,0.0,361.0
102294,20000,debt consolidation,36,accepted,25.4,MORTGAGE,717.0,10.0,26938.0,0.0,38,6916.67,16.0,MN,14.5,0.0,358.5
22561,7000,debt consolidation,36,accepted,17.15,RENT,737.0,13.0,6897.0,0.0,41,4583.33,11.0,CA,6.92,0.0,368.5
7816,20000,debt consolidation,36,accepted,17.51,MORTGAGE,762.0,14.0,49898.0,0.0,36,7833.33,12.0,DE,10.25,0.0,381.0
47745,6000,major purchase,36,accepted,20.13,MORTGAGE,727.0,16.0,7533.0,1.0,41,7750.0,15.0,PA,7.9,0.0,363.5
21458,14000,major purchase,36,accepted,10.68,MORTGAGE,737.0,14.0,13850.0,3.0,35,21666.67,8.0,FL,7.66,0.0,368.5
62166,30000,debt consolidation,36,accepted,14.77,MORTGAGE,687.0,20.0,22299.0,1.0,32,9166.67,8.0,CO,19.05,0.0,343.5
42655,18225,debt consolidation,36,accepted,24.64,MORTGAGE,662.0,12.0,16398.0,2.0,45,5000.0,14.0,TX,17.58,1.0,331.0
22667,16300,credit card,36,accepted,24.17,MORTGAGE,677.0,11.0,40988.0,1.0,37,5222.0,17.0,FL,14.91,0.0,338.5
587,11000,debt consolidation,36,accepted,20.93,OWN,672.0,14.0,17436.0,0.0,30,4167.0,8.0,NY,13.87,0.0,336.0
13863,25000,small business,60,accepted,0.6,MORTGAGE,787.0,2.0,0.0,4.0,38,5666.67,17.0,CA,15.58,0.0,393.5
89627,24000,debt consolidation,36,accepted,29.01,MORTGAGE,672.0,12.0,14804.0,1.0,30,7500.0,8.0,MD,12.12,0.0,336.0
32044,6000,major purchase,36,accepted,8.81,OWN,717.0,11.0,8644.0,0.0,40,2462.75,9.0,NY,7.49,0.0,358.5
25141,10000,debt consolidation,60,accepted,22.69,MORTGAGE,767.0,11.0,26898.0,1.0,36,5623.33,17.0,NV,11.49,0.0,383.5
65250,2000,car,36,accepted,23.7,OWN,732.0,5.0,2117.0,1.0,39,3000.0,17.0,MI,8.9,0.0,366.0
87148,6625,credit card,36,accepted,10.12,OWN,692.0,10.0,5449.0,0.0,33,1916.67,,PA,11.14,1.0,346.0
102167,20000,debt consolidation,36,accepted,20.83,RENT,662.0,11.0,11881.0,4.0,39,5333.33,8.0,NY,16.71,1.0,331.0
3630,12000,other,36,accepted,9.12,MORTGAGE,747.0,8.0,5212.0,2.0,32,6250.0,8.0,WA,9.63,0.0,373.5
20690,4200,debt consolidation,36,accepted,6.58,RENT,767.0,4.0,5475.0,1.0,36,5133.33,11.0,IL,7.29,0.0,383.5
103394,6950,other,36,accepted,12.51,MORTGAGE,717.0,5.0,1593.0,4.0,39,7916.67,16.0,TX,13.11,0.0,358.5
32875,6000,major purchase,36,accepted,4.74,MORTGAGE,767.0,18.0,6317.0,4.0,44,10916.0,12.0,IL,7.51,0.0,383.5
29116,8400,debt consolidation,36,accepted,24.85,MORTGAGE,702.0,9.0,342.0,0.0,39,7583.0,8.0,CA,10.99,0.0,351.0
82457,4750,credit card,36,accepted,32.49,MORTGAGE,697.0,15.0,36512.0,0.0,48,3500.0,16.0,MO,10.16,0.0,348.5
12895,15000,moving,60,accepted,17.55,RENT,787.0,12.0,2691.0,2.0,38,5761.0,17.0,NY,10.75,0.0,393.5
98544,12000,home improvement,36,accepted,5.07,MORTGAGE,672.0,13.0,10360.0,2.0,33,2916.67,11.0,WI,16.29,0.0,336.0
1324,4000,other,36,accepted,10.74,RENT,792.0,11.0,2775.0,3.0,32,3417.0,8.0,GA,7.68,0.0,396.0
16593,12800,debt consolidation,60,accepted,9.02,RENT,727.0,7.0,7942.0,0.0,29,5166.67,12.0,FL,12.61,0.0,363.5
36466,12000,car,60,accepted,9.75,MORTGAGE,797.0,9.0,2787.0,0.0,34,9866.0,11.0,CA,8.9,0.0,398.5
37814,9425,credit card,36,accepted,15.71,RENT,672.0,12.0,15116.0,0.0,32,3750.0,14.0,CA,13.49,0.0,336.0
70424,30000,debt consolidation,60,accepted,17.12,MORTGAGE,712.0,8.0,47503.0,0.0,41,8666.67,12.0,TX,21.0,0.0,356.0
27552,9600,debt consolidation,36,accepted,14.69,MORTGAGE,662.0,8.0,13041.0,1.0,40,5166.67,16.0,VA,18.39,1.0,331.0
3606,7800,debt consolidation,36,accepted,16.77,RENT,697.0,8.0,13835.0,0.0,41,6000.0,10.0,NY,12.84,0.0,348.5
39094,12000,debt consolidation,36,accepted,26.06,RENT,722.0,15.0,24893.0,3.0,39,5833.33,16.0,GA,10.65,0.0,361.0
9533,6000,credit card,36,accepted,23.38,MORTGAGE,707.0,15.0,46125.0,1.0,31,5000.0,8.0,VA,10.62,0.0,353.5
19581,7500,debt consolidation,60,accepted,23.63,RENT,722.0,13.0,4409.0,2.0,36,1820.0,8.0,NY,11.11,0.0,361.0
50339,7000,debt consolidation,36,accepted,8.29,OWN,762.0,8.0,10860.0,0.0,39,2750.0,11.0,FL,6.03,0.0,381.0
102138,3200,credit card,36,accepted,16.72,MORTGAGE,667.0,14.0,80837.0,4.0,34,6476.0,17.0,CA,12.61,1.0,333.5
13279,13000,debt consolidation,36,accepted,11.72,MORTGAGE,727.0,13.0,37252.0,0.0,26,10533.33,7.0,VA,10.38,0.0,363.5
71487,35000,debt consolidation,60,accepted,8.26,MORTGAGE,662.0,12.0,21391.0,2.0,34,10000.0,17.0,AL,24.7,1.0,331.0
97364,20800,credit card,36,accepted,15.64,MORTGAGE,712.0,11.0,15192.0,0.0,41,10833.33,17.0,CA,6.62,0.0,356.0
77135,1600,debt consolidation,36,accepted,7.8,RENT,662.0,7.0,5504.0,2.0,44,2666.67,13.0,OR,16.29,0.0,331.0
67373,10050,small business,36,accepted,20.72,RENT,752.0,11.0,13669.0,0.0,39,2500.0,16.0,TX,6.03,0.0,376.0
51379,8000,debt consolidation,36,accepted,21.11,MORTGAGE,672.0,15.0,14584.0,3.0,42,8583.33,11.0,CA,17.99,0.0,336.0
97075,16000,debt consolidation,36,accepted,24.3,RENT,717.0,8.0,10304.0,2.0,34,6250.0,8.0,CT,12.12,0.0,358.5
46056,11700,home improvement,36,accepted,5.63,MORTGAGE,722.0,11.0,14301.0,0.0,38,3320.83,17.0,CA,7.9,0.0,361.0
72277,13475,debt consolidation,36,accepted,28.27,MORTGAGE,707.0,12.0,7722.0,1.0,32,5666.67,14.0,FL,12.12,0.0,353.5
31190,14500,home improvement,36,accepted,7.15,MORTGAGE,802.0,9.0,40.0,0.0,39,10000.0,17.0,OH,5.42,0.0,401.0
53652,13600,debt consolidation,36,accepted,17.31,MORTGAGE,752.0,11.0,77377.0,1.0,36,11250.0,11.0,CA,6.62,0.0,376.0
75321,2200,debt consolidation,36,accepted,14.02,RENT,717.0,10.0,14980.0,1.0,39,7083.33,16.0,CA,8.9,0.0,358.5
49761,9000,credit card,36,accepted,18.67,MORTGAGE,707.0,12.0,12035.0,0.0,34,5833.33,16.0,NY,9.76,0.0,353.5
87513,27925,debt consolidation,60,accepted,3.94,MORTGAGE,687.0,14.0,9914.0,2.0,33,7000.0,,FL,22.47,1.0,343.5
80353,9450,debt consolidation,36,accepted,24.51,RENT,672.0,12.0,11555.0,0.0,40,2916.67,10.0,NY,14.33,1.0,336.0
25236,15175,debt consolidation,60,accepted,18.78,RENT,667.0,6.0,18049.0,0.0,47,4333.33,15.0,WA,20.25,0.0,333.5
30497,10000,debt consolidation,36,accepted,7.77,RENT,737.0,4.0,0.0,0.0,28,3166.67,8.0,AZ,7.49,0.0,368.5
96700,16000,debt consolidation,36,accepted,20.62,RENT,682.0,13.0,14246.0,1.0,28,5416.67,7.0,FL,16.29,0.0,341.0
85272,13200,debt consolidation,36,accepted,8.61,MORTGAGE,682.0,10.0,5400.0,3.0,34,3333.33,16.0,KY,15.31,0.0,341.0
60220,20000,other,60,accepted,6.3,RENT,697.0,13.0,15026.0,3.0,34,15416.67,7.0,PA,18.75,0.0,348.5
40066,3000,debt consolidation,36,accepted,10.77,OWN,672.0,11.0,5515.0,1.0,39,3833.0,8.0,NY,14.27,0.0,336.0
91905,10000,credit card,36,accepted,18.99,MORTGAGE,677.0,16.0,12723.0,1.0,37,5583.33,9.0,FL,15.31,1.0,338.5
99247,14075,debt consolidation,36,accepted,11.02,MORTGAGE,702.0,10.0,7653.0,3.0,46,10416.67,16.0,NY,16.29,0.0,351.0
62996,19000,credit card,60,accepted,19.85,RENT,682.0,13.0,11388.0,1.0,35,4500.0,9.0,NY,19.72,0.0,341.0
2088,25000,small business,36,accepted,5.52,MORTGAGE,762.0,9.0,1900.0,4.0,34,8666.67,17.0,IL,12.84,0.0,381.0
84001,9000,credit card,36,accepted,23.88,MORTGAGE,687.0,11.0,7496.0,0.0,36,4229.17,8.0,GA,13.11,0.0,343.5
80275,6775,debt consolidation,36,accepted,10.2,RENT,687.0,14.0,5457.0,2.0,34,6666.67,7.0,NC,13.11,1.0,343.5
94245,16800,debt consolidation,60,accepted,21.75,MORTGAGE,677.0,14.0,23740.0,0.0,26,6666.67,7.0,WV,14.33,0.0,338.5
25703,3500,home improvement,36,accepted,14.41,MORTGAGE,662.0,7.0,11526.0,3.0,39,6833.33,14.0,GA,15.62,0.0,331.0
24038,9250,debt consolidation,60,accepted,19.27,MORTGAGE,662.0,9.0,22704.0,0.0,40,4448.0,17.0,AK,18.79,0.0,331.0
31842,23400,debt consolidation,36,accepted,15.66,RENT,742.0,6.0,2086.0,0.0,29,5580.0,7.0,TX,7.49,0.0,371.0
81514,10375,debt consolidation,36,accepted,27.64,MORTGAGE,747.0,7.0,0.0,0.0,41,4500.0,11.0,MD,7.9,0.0,373.5
66437,9325,debt consolidation,36,accepted,21.35,RENT,697.0,10.0,27007.0,1.0,34,3333.33,8.0,DC,14.09,0.0,348.5
49263,18000,debt consolidation,60,accepted,15.82,RENT,667.0,10.0,4256.0,0.0,48,6500.0,16.0,NY,21.48,0.0,333.5
